port_name,type,number,geometry,H3_int_index_13,H3_int_index_10,H3_int_index_7
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128229247,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128122495,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128118399,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128187007,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128179839,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128225215,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128122303,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128227711,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128122111,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128231999,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228543,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228479,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128179071,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128234175,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228415,,
